Date,Ebro_Arroyo,Uderrera_Eraul,Estella_Ega,Ega,Tiron_SanMigueldePedroso,Arlanzon_Uzquiza,Bernesga_Villamanin,Carrion_Compuerto,Cea_VillaverdedeArcayos,Curueno_CaldasdeNocedo,Duero_CuerdadelPozo,Esla_Riano,Luna_Barrios,Omana_LasOmana,Aguilar_Pisuerga,Pisuerga_Requejada,Porma_Emb,Deva_Puentelles,Narcea_LaBarca,LaCohilla_Nansa,Nalon_ElCondado,Sella_CangasdeOnis,Nansa_PuentePumar
9/18/17,5.11,0.1804375,1.144791667,0.964354167,0.11,1.022,0.472,0.832,0.066,0.426,5.643,6.778,0.691,0.44,3.163,0.711,2.368,3.88,8.7,0.38,2.48,10.66,0.159756944
9/19/17,5.11,0.16834375,1.14,0.97165625,0.11,1.032,0.507,0.829,0.074,0.464,5.659,6.939,0.67,0.458,3.163,0.705,4.229,4.8,12.7,0.45,2.46,9.75,0.1665625
9/20/17,4.014375,0.145729167,1.14625,1.000520833,0.11,1.017,0.424,0.823,0.08,0.423,5.664,8.032,0.655,0.467,3.157,0.704,3.247,3.81,4.2,0.53,2.48,8.39,0.131041667
9/21/17,2.782083333,0.13646875,1.144166667,1.007697917,0.11,1,0.399,0.819,0.069,0.399,5.099,8.506,0.652,0.451,3.154,0.701,3.256,3,12.9,0.57,2.42,7.19,0.114652778
9/22/17,2.824791667,0.148010417,1.1584375,1.010427083,0.11,1.014,0.432,0.819,0.067,0.397,4.74,9.037,0.669,0.461,3.149,0.702,3.256,4.08,4.1,0.57,2.33,8.37,0.140868056
9/23/17,2.841458333,0.14725,1.150833333,1.003583333,0.11,1.072,0.398,0.82,0.06,0.391,4.741,9.411,0.66,0.439,3.154,0.697,3.255,3.84,4.1,0.6,2.33,6.81,0.137291667
9/24/17,2.78,0.1451875,1.150208333,1.005020833,0.1078125,1.063,0.347,0.817,0.06,0.382,4.739,9.401,0.649,0.434,3.148,0.69,3.254,2.94,4.1,0.6,2.33,5.45,0.1125
9/25/17,2.78,0.144947917,1.14,0.995052083,0.11,0.993,0.359,0.81,0.05,0.376,4.741,9.393,0.645,0.448,3.146,0.683,3.259,2.49,4.1,0.58,2.33,4.82,0.11
9/26/17,3.7821875,0.1350625,1.14,1.0049375,0.1075,1.029,0.354,0.816,0.048,0.379,4.741,7.719,0.652,0.448,3.149,0.68,3.255,2.18,4.1,0.57,2.33,4.41,0.11
9/27/17,5.11625,0.143614583,1.14,0.996385417,0.1053125,1.001,0.349,0.814,0.057,0.375,4.731,6.658,0.646,0.447,3.149,0.675,3.246,2,11.5,0.58,2.33,4.15,0.11
9/28/17,5.11,0.139260417,1.14,1.000739583,0.1,1.003,0.321,0.812,0.055,0.369,3.791,6.647,0.635,0.435,3.289,0.671,3.227,1.86,18.45,0.71,2.33,3.97,0.105069444
9/29/17,5.11,0.15015625,1.14,0.98984375,0.1,1.029,0.321,0.805,0.048,0.364,3.39,6.635,0.586,0.424,3.174,0.668,3.218,1.78,24.8,0.87,2.36,4.48,0.090069444
9/30/17,5.11,0.15465625,1.14,0.98534375,0.1,1.087,0.338,0.805,0.054,0.363,3.386,6.634,0.645,0.402,3.357,0.668,3.212,1.78,3.9,0.97,2.33,4.55,0.105208333
10/1/17,5.11,0.208020833,1.14,0.931979167,0.1,1.119,0.341,0.804,0.148,0.33,3.657,6.349,0.933,0.51,3.754,0.66,3.189,1.83,3.9,1.08,1.71,3.72,0.080104167
10/2/17,5.11,0.205760417,1.14,0.934239583,0.1,0.992,0.359,0.803,0.164,0.335,3.157,4.882,0.929,0.48,3.739,0.651,2.871,1.79,4,1.02,1.71,3.64,0.088645833
10/3/17,5.05375,0.158729167,1.14,0.981270833,0.1,1.001,0.365,0.79,0.17,0.332,2.685,2.827,0.928,0.486,3.744,0.646,2.623,2.17,4,1.02,1.71,3.79,0.102569444
10/4/17,4.91,0.1638125,1.14,0.9761875,0.1,0.95,0.337,0.782,0.156,0.328,2.323,2.295,1.937,0.492,3.748,0.637,2.623,1.84,4,1.02,1.78,3.64,0.0825
10/5/17,4.91,0.200833333,1.14,0.939166667,0.1,0.895,0.319,0.779,0.154,0.326,2.049,2.292,3.319,0.439,3.744,0.633,2.634,1.71,4,1.08,1.87,3.54,0.08
10/6/17,4.91,0.222447917,1.14,0.917552083,0.1,0.949,0.311,0.778,0.155,0.325,2.049,2.892,3.277,0.435,3.742,0.624,2.636,1.56,4,1.02,1.94,3.48,0.08
10/7/17,4.91,0.192822917,1.14,0.947177083,0.1,1.04,0.302,0.774,0.156,0.325,2.044,3.503,3.229,0.428,3.742,0.618,2.638,1.48,4,1.06,1.94,3.48,0.08
10/8/17,4.91,0.186645833,1.14,0.953354167,0.1,1.047,0.299,1.111,0.146,0.327,2.037,3.502,3.21,0.432,3.739,0.616,2.639,1.42,4,1.06,1.94,3.35,0.067708333
10/9/17,4.91,0.19296875,1.14,0.94703125,0.1,0.916,0.301,1.253,0.146,0.328,2.216,3.502,3.033,0.442,3.736,0.616,2.628,1.27,4.1,1.05,1.88,3.32,0.06
10/10/17,4.91,0.170125,1.14,0.969875,0.1,0.935,0.304,1.246,0.157,0.329,2.368,3.496,2.885,0.438,3.736,0.615,2.609,1.15,4.1,1.03,1.72,3.32,0.06
10/11/17,4.91,0.19346875,1.14,0.94653125,0.1,0.891,0.302,1.244,0.174,0.331,2.366,3.494,2.865,0.441,3.738,0.608,2.582,1.13,4.1,1.03,1.79,3.37,0.06
10/12/17,4.91,0.221895833,1.14,0.918104167,0.1,0.919,0.29,1.237,0.166,0.33,2.361,3.489,2.849,0.418,3.737,0.602,2.547,1.09,4.1,1.06,1.71,3.32,0.06
10/13/17,4.91,0.22,1.14,0.92,0.1,0.946,0.297,1.234,0.169,0.332,2.369,5.159,2.74,0.47,3.732,0.599,2.532,1.04,4.6,0.94,1.71,3.29,0.059965278
10/14/17,4.91,0.220020833,1.14,0.919979167,0.1,1.002,0.307,1.233,0.189,0.333,2.358,6.744,2.633,0.476,3.721,0.595,2.519,1.01,4,1.06,1.93,3.16,0.059826389
10/15/17,4.91,0.193354167,1.14,0.946645833,0.1,1.012,0.307,1.217,0.196,0.334,2.356,6.752,2.605,0.524,3.738,0.593,2.518,0.94,4,1.04,1.97,3.16,0.055138889
10/16/17,4.91,0.210270833,1.142708333,0.9324375,0.1,0.839,0.29,1.211,0.208,0.342,2.363,4.792,2.616,0.52,3.737,0.593,2.515,0.93,4,1.02,1.94,3.63,0.049965278
10/17/17,4.91,0.1706875,1.14,0.9693125,0.1,0.879,0.535,1.214,0.21,0.69,2.334,3.566,2.541,0.558,3.523,0.585,2.5,0.91,4,1,1.94,3.88,0.05
10/18/17,4.91,0.262135417,1.175833333,0.913697917,0.1,0.956,0.674,1.219,0.251,0.705,2.334,3.567,2.377,0.677,3.353,0.579,2.497,0.94,4,1.01,1.86,3.74,0.056701389
10/19/17,4.91,0.475177083,1.233541667,0.758364583,0.1,0.825,0.639,1.211,0.296,0.567,2.28,3.559,2.296,0.725,3.269,0.579,2.497,1.19,4.1,0.97,1.71,3.19,0.090590278
10/20/17,4.914166667,0.440739583,1.255520833,0.81478125,0.1,0.827,0.477,1.205,0.311,0.451,2.27,3.538,2.294,0.69,3.347,0.733,2.514,1.24,4.1,1.03,1.71,3.13,0.075972222
10/21/17,4.91,0.36353125,1.2225,0.85896875,0.1,0.885,0.447,1.205,0.302,0.414,2.262,3.526,2.284,0.675,3.544,0.581,2.515,1.13,4,1.03,1.71,3.1,0.06
10/22/17,4.91,0.316447917,1.2028125,0.886364583,0.1,0.877,0.438,1.202,0.304,0.391,2.257,3.525,2.281,0.681,3.539,0.574,2.501,1.08,4,1.03,1.71,3.16,0.06
10/23/17,4.91,0.27675,1.175625,0.898875,0.1,0.816,0.432,1.92,0.293,0.382,2.247,3.524,2.278,0.7,3.602,0.564,2.497,1.04,3.9,1.03,1.71,3.05,0.06
10/24/17,4.91,0.244833333,1.17625,0.931416667,0.1,0.851,0.428,2.375,0.296,0.377,2.242,3.524,2.267,0.7,3.73,0.552,2.508,0.94,3.9,0.63,1.71,3.02,0.06
10/25/17,4.91,0.234572917,1.163958333,0.929385417,0.1,0.732,0.42,2.473,0.298,0.37,2.264,3.524,2.255,0.639,3.714,0.552,2.505,0.93,4.1,0.5,1.74,3.02,0.06
10/26/17,4.91,0.219375,1.150416667,0.931041667,0.1,0.765,0.415,2.479,0.296,0.366,2.303,3.518,2.243,0.643,3.708,0.545,2.495,0.88,4.1,0.5,1.93,3.02,0.0590625
10/27/17,4.914166667,0.25540625,1.153541667,0.898135417,0.1,0.847,0.412,2.487,0.319,0.361,2.301,3.513,2.219,0.621,3.519,0.538,2.479,0.87,4,0.5,1.94,3.02,0.059444444
10/28/17,4.91,0.2516875,1.152291667,0.900604167,0.1,0.845,0.4,2.495,0.303,0.354,2.296,3.51,2.192,0.587,3.415,0.533,2.47,0.88,4.1,0.5,1.95,3.02,0.06
10/29/17,4.91,0.2563125,1.163020833,0.906708333,0.1,0.846,0.413,2.494,0.302,0.353,2.301,3.511,2.18,0.615,3.356,0.534,2.452,0.88,4.1,0.52,1.71,3.02,0.06
10/30/17,4.91,0.270864583,1.166875,0.896010417,0.1,0.803,0.444,2.428,0.31,0.355,2.315,3.507,2.125,0.636,3.341,0.53,2.446,0.95,4,0.51,1.71,3.02,0.093937282
10/31/17,4.91,0.253052083,1.1746875,0.921635417,0.109791667,0.827,0.487,2.384,0.319,0.354,2.31,3.503,2.223,0.651,3.348,0.53,2.414,1.15,3.9,0.5,1.81,3.09,0.140868056
11/1/17,4.91,0.239864583,1.1765625,0.936697917,0.11,0.861,0.471,2.383,0.319,0.356,2.304,3.503,2.213,0.711,3.349,0.53,2.412,1.08,3.9,0.5,1.85,3.02,0.083645833
11/2/17,4.91,0.236479167,1.1725,0.936020833,0.11,0.862,0.507,2.382,0.335,0.421,2.292,3.505,2.212,0.722,3.351,0.53,2.425,0.95,3.9,0.5,1.71,3.02,0.079652778
11/3/17,4.91,0.262916667,1.17625,0.913333333,0.11,0.859,1.134,2.072,0.41,1.119,1.987,3.526,2.186,1.147,3.345,0.53,2.428,1.02,3.9,0.51,1.74,3.02,0.105381944
11/4/17,4.91,0.250322917,1.1809375,0.930614583,0.11,0.873,0.95,1.86,0.589,0.718,1.767,3.533,2.089,1.235,3.335,0.529,2.407,1.61,3.9,0.5,2.01,3.11,0.140868056
11/5/17,4.91,0.306552083,1.1909375,0.884385417,0.11,0.885,2.951,1.86,0.512,1.751,1.765,3.527,2.082,1.087,3.274,0.526,2.399,15.31,3.9,0.44,1.98,28.5,0.535347222
11/6/17,2.922083333,0.542885417,1.24625,0.703364583,0.11,0.816,2.586,2.238,0.476,1.658,1.771,3.524,2.07,1.002,3.183,0.522,2.395,12.83,4,0.42,2.15,27.88,0.881909722
11/7/17,1.18,1.40246875,1.4975,0.09503125,0.11,0.851,1.697,2.496,0.452,1.143,1.77,3.519,2.06,0.918,3.173,0.517,2.374,7.99,7.2,0.38,1.98,13.64,0.353506944
11/8/17,1.18,1.303958333,1.515,0.211041667,0.11,0.845,3.216,2.497,0.427,1.957,1.781,3.531,2.073,0.907,3.148,0.52,2.384,21.65,4,0.39,2.29,52.46,0.643993056
11/9/17,1.18,2.612708333,2.516666667,-0.096041667,0.11,0.824,2.494,2.5,0.418,1.797,1.777,3.535,2.073,0.919,3.168,0.52,2.378,15.97,11.5,0.38,2.37,44.16,0.755520833
11/10/17,1.18,3.657083333,3.782291667,0.125208333,0.11,0.827,9.052,2.506,0.472,3.986,1.776,3.525,2.088,0.915,3.061,0.519,2.386,21.92,9.5,0.39,2.23,70.2,5.360069444
11/11/17,1.18,3.9825,4.200520833,0.218020833,0.11,0.814,6.082,2.514,0.445,4.199,1.779,3.525,2.137,0.905,2.986,0.518,2.374,16.22,4,0.39,2.21,53.45,2.2325
11/12/17,1.18,3.568125,4.397916667,0.829791667,0.11,0.809,4.142,2.508,0.431,2.928,1.776,3.535,2.147,0.896,2.975,0.519,2.366,9.8,3.9,0.39,2.15,24.79,1.010138889
11/13/17,1.18,3.214583333,3.605833333,0.39125,0.11,0.766,4.504,2.362,0.417,3.231,1.678,3.089,2.154,0.878,2.881,0.528,2.378,11.17,3.95,0.39,2.15,31.51,2.164895833
11/14/17,1.18,3.613125,4.125729167,0.512604167,0.116145833,0.776,3.647,2.255,0.413,2.564,1.555,2.688,2.157,0.841,2.81,0.53,2.306,10.74,4,0.49,1.89,21.67,1.4075
11/15/17,1.296979167,2.762604167,3.294479167,0.531875,0.150729167,0.773,3.082,2.258,0.41,1.961,1.538,2.688,2.163,0.84,2.811,0.529,2.249,8.31,3.9,0.66,7.26,15.57,0.962638889
11/16/17,1.255,2.1596875,2.458333333,0.298645833,0.17,0.757,2.741,2.261,0.408,1.543,1.56,2.688,2.169,0.835,2.803,0.526,2.254,6.9,3.9,0.89,12.47,12.87,0.756111111
11/17/17,1.18,1.694375,1.967604167,0.273229167,0.17,0.81,2.494,2.259,0.408,1.276,1.565,2.688,2.172,0.829,2.99,0.524,2.254,5.94,3.8,1.02,10.52,10.7,0.608993056
11/18/17,1.18,1.3753125,1.706041667,0.330729167,0.17,0.824,2.294,2.274,0.409,1.098,1.564,2.688,2.172,0.821,3.189,0.521,2.253,5.28,3.8,0.98,2.08,8.23,0.5096875
11/19/17,1.18,1.239375,1.5640625,0.3246875,0.17,0.789,2.117,2.266,0.398,0.965,1.56,2.688,2.172,0.806,3.186,0.519,2.258,4.72,3.8,0.98,1.99,6.9,0.417638889
11/20/17,1.18,1.125,1.503020833,0.378020833,0.22375,0.761,1.962,2.266,0.405,0.862,1.56,2.688,2.165,0.801,3.15,0.517,2.272,4.24,15.7,1.48,7.98,7.38,0.375138889
11/21/17,1.18,1.0396875,1.432291667,0.392604167,0.23,0.722,1.815,2.273,0.403,0.785,1.557,2.688,2.162,0.805,3.139,0.517,2.264,3.88,15.2,2.62,15.14,6.64,0.3325
11/22/17,1.18,0.975729167,1.41125,0.435520833,0.23,0.747,1.711,2.277,0.405,0.736,1.557,2.685,2.157,0.808,3.146,0.515,2.259,3.56,12.8,2.6,12.17,6.11,0.284131944
11/23/17,1.1303125,0.907979167,1.405104167,0.497125,0.23,0.758,1.668,2.287,0.399,0.709,1.529,2.687,2.096,0.859,3.145,0.508,2.26,3.67,4.3,2.59,,5.92,0.275486111
11/24/17,1.09,0.8881875,1.414375,0.5261875,0.23,0.792,1.93,2.298,0.422,1.154,1.54,2.697,1.98,0.991,3.129,0.59,2.258,4.04,4,2.59,,6.16,0.436354167
11/25/17,1.09,0.846885417,1.421979167,0.57509375,0.273229167,0.815,3.398,2.307,0.574,1.947,1.552,2.721,1.993,1.504,3.101,0.525,2.245,8.84,4,2.53,1.71,24.87,0.9265625
11/26/17,1.09,1.1465625,1.529479167,0.382916667,0.365416667,0.772,2.886,2.299,0.587,1.478,1.55,2.714,1.972,1.343,3.085,0.519,2.231,9.18,11.7,2.27,,21.45,0.6734375
11/27/17,1.09,1.2703125,1.6725,0.4021875,0.39,0.737,2.507,2.294,0.489,1.165,1.548,2.706,1.974,1.183,3.082,0.517,2.238,6.57,10.7,2.52,8.63,12.69,0.477395833
11/28/17,1.185104167,1.23,1.61375,0.38375,0.37125,0.727,2.302,2.298,0.45,1.071,1.549,2.694,1.979,1.101,3.077,0.516,2.24,5.31,4,2.56,8.65,10.49,0.401666667
11/29/17,1.09,1.1765625,1.589479167,0.412916667,0.34,0.713,2.295,2.303,0.436,1.011,1.558,2.692,1.975,1.067,3.064,0.514,2.239,7.52,21,1.9,9.41,17.47,0.454618056
11/30/17,1.09,1.2103125,1.584895833,0.374583333,0.34,0.739,2.177,2.305,0.425,0.944,1.557,2.688,1.948,1.062,3.02,0.512,2.242,10.55,29.1,0.57,13.21,28,0.463333333
12/1/17,1.0984375,1.611979167,1.990520833,0.378541667,0.368645833,0.768,2.155,2.313,0.423,1.062,1.557,2.696,1.754,1.046,2.961,0.516,2.234,19.09,28.1,0.44,15.43,62.94,0.555138889
12/2/17,1.09,2.245520833,3.235729167,0.990208333,0.39,0.77,2.232,2.314,0.443,1.141,1.553,2.695,1.596,1.016,2.954,0.517,2.24,16.46,31.6,0.37,19.56,46.87,0.596666667
12/3/17,1.09,2.342395833,3.128854167,0.786458333,0.39,0.76,2.104,2.312,0.45,1.072,1.552,2.689,1.602,0.963,2.943,0.515,2.239,15.22,18.1,0.37,19.83,37.63,0.627291667
12/4/17,1.09,2.454270833,3.169270833,0.715,0.39,0.761,2.006,2.297,0.444,0.98,1.458,2.698,1.589,0.923,2.941,0.512,2.232,10.74,28.5,0.36,24.82,23.61,0.617291667
12/5/17,1.09,4.151458333,5.708541667,1.557083333,0.379583333,0.81,1.954,2.497,0.438,0.926,1.31,2.695,1.639,0.914,2.936,0.512,2.235,9.79,33.5,0.49,9.9,20.1,0.595416667
12/6/17,1.09,3.925208333,5.651458333,1.72625,0.34,0.815,2.087,2.628,0.429,0.899,1.31,2.689,1.707,0.908,2.927,0.51,2.234,8.54,15.3,0.64,36.99,15.76,0.553784722
12/7/17,1.09,3.359791667,4.7421875,1.382395833,0.34,0.799,2.02,2.624,0.415,0.879,1.31,2.688,1.719,0.978,2.891,0.509,2.234,8.16,8,1,30.47,15.74,0.599618056
12/8/17,1.09,2.933645833,4.152083333,1.2184375,0.34,0.832,4.701,2.615,0.462,2.24,1.309,2.692,1.743,1.079,2.732,0.509,2.228,35.13,8,0.84,30.22,83.51,2.546354167
12/9/17,1.09,6.517083333,8.9828125,2.465729167,0.34,0.822,6.645,2.609,0.496,4.368,1.309,2.733,1.77,1.338,2.535,0.523,2.22,29,44.5,0.42,63.59,77.77,4.120104167
12/10/17,1.1284375,15.47291667,20.51520833,5.042291667,0.348645833,0.838,13.726,2.671,0.609,11.818,1.311,3.346,2.006,2.438,2.548,0.973,2.277,35.61,31.6,0.42,54.24,87.02,14.85173611
12/11/17,1.307291667,22.259375,28.2265625,5.9671875,8.218854167,0.775,25.368,1.787,7.631,24.135,1.216,5.051,2.424,15.115,2.684,3.467,1.845,89.15,116.5,3.34,81.08,138.51,18.90430556
12/12/17,1.095625,12.04510417,16.315,4.269895833,3.425416667,0.749,10.254,1.215,2.943,3.335,0.985,2.307,2.337,5.17,2.701,1.19,1.563,28.49,107.1,5.17,57.46,69.97,5.604826389
12/13/17,1.09,7.629791667,10.20447917,2.5746875,1.6253125,0.73,7.372,1.211,1.62,2.418,0.862,2.092,2.316,3.621,2.964,1.003,1.558,18.23,100.6,5.69,40.26,44.42,3.808506944
12/14/17,1.09,7.283645833,9.103645833,1.82,2.331354167,0.779,10.975,1.207,1.42,3.149,0.875,2.262,2.233,5.328,3.173,0.979,1.559,42.84,94.4,7.06,42.14,115.47,6.184756944
12/15/17,1.09,9.495520833,11.2246875,1.729166667,4.7475,0.78,10.652,1.204,1.845,3.25,0.878,2.283,2.007,5.56,3.171,0.986,1.6,29.62,100.4,7.34,58.93,80.75,4.667118056
12/16/17,1.1275,12.1759375,15.276875,3.1009375,2.735625,0.792,8.326,1.202,1.39,2.47,0.88,2.113,1.779,4.145,3.155,0.964,1.64,26.98,99.6,7.3,48.39,70.09,3.835208333
12/17/17,1.140625,12.965625,18.62072917,5.655104167,1.585104167,0.795,6.739,1.199,1.153,2.054,0.87,2.054,1.783,3.455,3.16,0.94,1.658,20.71,86.7,7.28,29.15,49.4,3.065347222
12/18/17,1.099375,12.684375,17.3684375,4.6840625,1.115,0.765,8.105,1.2,1.006,1.919,0.879,1.996,1.818,3.096,3.159,0.928,1.668,17.07,75.65,6.88,35.85,37.3,5.245486111
12/19/17,1.18,24.675,31.80947917,7.134479167,1.071875,0.765,21.021,1.213,0.962,3.029,0.977,2.007,1.96,3.26,3.146,0.962,1.686,40.99,60.2,6.96,52.39,109.36,11.88871528
12/20/17,1.106875,13.515625,19.1259375,5.6103125,0.8365625,0.779,11.998,1.215,0.957,2.185,1.077,2.012,1.806,2.968,3.142,1.096,1.683,20.21,53.6,7.27,54.3,52.28,5.1375
12/21/17,1.09,8.59625,11.71458333,3.118333333,0.65875,0.721,8.839,1.221,0.864,1.874,1.078,1.992,1.632,2.757,3.138,4.043,1.676,15.57,40.25,7.18,51.61,31.79,3.820451389
12/22/17,1.0928125,6.990625,9.3496875,2.3590625,0.559583333,0.746,7.332,1.221,0.791,1.697,1.078,1.966,1.64,2.584,3.136,7.509,1.69,13.73,41.4,6.6,50.28,24.53,3.0909375
12/23/17,1.09,6.315833333,8.3134375,1.997604167,0.5,0.832,6.467,1.214,0.74,1.56,1.078,1.96,1.652,2.397,3.009,7.735,1.669,12.49,33,6.45,29.58,20.64,2.424201389
12/24/17,1.09,6.3240625,8.0525,1.7284375,0.5,0.838,5.813,1.221,0.707,1.478,1.08,1.952,1.661,2.331,2.703,7.679,1.667,11.57,31.8,6.42,28.42,16.98,2.072152778
12/25/17,1.09,5.5265625,7.0375,1.5109375,0.5,0.84,5.479,1.226,0.685,1.801,1.083,1.952,1.671,2.236,2.679,7.655,1.673,10.86,10.4,6.42,12.49,15.32,1.87
12/26/17,1.09,4.982604167,6.326458333,1.343854167,0.5,0.842,5.324,1.229,0.768,2.2,1.087,2.001,1.69,2.397,2.7,7.605,1.672,10.45,21.8,6.42,8.01,14.99,1.882152778
12/27/17,1.105,7.121770833,8.516979167,1.395208333,0.5,0.802,5.918,1.238,1.422,2.38,1.095,2.14,1.664,4.047,2.7,7.673,1.683,15.17,30.3,6.5,5.95,26.06,2.329444444
12/28/17,1.09,13.103125,16.9240625,3.8209375,0.5,0.776,7.677,1.248,1.488,2.64,1.1,2.159,1.549,4.108,2.707,7.566,1.679,24.42,67.5,5.95,16.35,58.88,2.991840278
12/29/17,1.09,33.134375,45.14072917,12.00635417,0.5,0.811,8.687,1.251,1.694,3.244,0.944,2.094,1.524,6.153,2.687,7.533,1.531,25.35,88.8,5.67,33.96,63.38,3.503784722
12/30/17,1.09,23.09583333,30.90895833,7.813125,0.564479167,0.835,8.895,1.254,1.869,2.961,0.785,2.063,1.529,7.87,2.734,7.497,1.403,20.64,78.11,5.98,28.57,51.22,3.500590278
12/31/17,1.09,13.72604167,17.97916667,4.253125,0.762083333,0.832,8.587,1.256,1.692,2.846,0.789,2.01,1.54,7.159,2.741,7.493,1.385,17.06,40.2,6.31,29.56,36.73,3.678645833
1/1/18,1.09,13.07291667,18.03489583,4.961979167,0.8640625,0.832,7.576,1.26,1.621,2.517,0.791,1.983,1.549,6.592,2.745,7.463,1.385,15.07,15.2,6.35,9.94,29.97,3.141875
1/2/18,1.09,26.646875,36.34802083,9.701145833,0.84,0.806,7.169,1.264,1.454,2.256,0.796,1.911,1.552,7.768,2.795,7.418,1.394,17.11,47.4,6.32,22.78,28.98,3.338159722
1/3/18,1.09,26.24583333,37.5925,11.34666667,1.128125,0.784,8.031,1.259,1.366,2.1,0.772,1.888,1.562,9.526,2.834,4.963,1.4,19.54,83.1,6.4,31.72,37.98,3.844583333
1/4/18,1.09,15.3875,21.23885417,5.851354167,1.66,0.784,8.746,1.271,1.291,2.013,0.765,1.847,1.571,9.291,2.879,6.399,1.402,18.24,85.6,6.41,37.97,32.19,3.571805556
1/5/18,1.10875,10.9503125,15.1934375,4.243125,1.7309375,0.827,8.862,1.318,1.209,2.712,0.767,1.949,1.614,8.786,2.91,6.92,1.374,15.89,75.3,6.08,32.64,28.03,3.416527778
1/6/18,1.18,14.0396875,23.71135417,9.671666667,2.39125,0.871,7.722,1.334,1.509,2.299,0.794,2.043,1.606,7.894,2.942,6.946,1.378,16.75,83,5.78,8.72,26.46,2.918541667
1/7/18,1.233645833,17.20416667,36.40208333,19.19791667,3.0321875,0.881,6.858,1.336,1.384,2.09,0.797,1.963,1.616,6.784,2.975,6.965,1.372,35.46,51.8,5.73,9,53.16,2.794513889
1/8/18,1.18,17.296875,31.040625,13.74375,2.3190625,0.829,6.029,1.341,1.259,1.957,0.791,1.905,1.618,6.044,3,6.937,1.371,19.5,76.3,5.68,37.29,40.82,2.272847222
1/9/18,1.129375,14.00833333,23.8596875,9.851354167,1.9559375,0.813,5.39,1.338,1.137,1.894,0.763,1.867,1.62,5.516,2.953,6.905,1.376,15.69,32.3,6.42,29.98,32.03,2.129236111
1/10/18,1.236770833,11.18020833,18.51760417,7.337395833,2.0478125,0.808,4.975,1.34,1.12,1.88,0.719,1.838,1.627,5.188,2.624,6.886,1.428,14.96,43.8,6.4,11.39,28.59,2.202673611
1/11/18,1.469375,11.55520833,20.88010417,9.324895833,2.5334375,0.814,4.684,1.354,1.188,1.687,0.721,1.814,1.622,4.961,2.64,6.839,1.288,14.25,53.7,5.81,4.77,24.44,2.116666667
1/12/18,1.18,16.55625,39.86489583,23.30864583,2.26,0.782,4.502,1.334,1.101,1.64,0.713,1.802,1.635,4.624,2.814,6.768,1.102,15.79,58,5.24,23.88,30.69,2.058888889
1/13/18,1.18,19.12916667,37.4803125,18.35114583,2.1178125,0.825,4.286,1.328,1.09,1.685,0.713,1.8,1.636,4.563,2.828,4.733,1.096,13.43,58.8,5.2,21.5,25.36,2.149375
1/14/18,1.18,16.29583333,29.6409375,13.34510417,1.7584375,0.86,4.031,1.341,1.097,1.547,0.716,1.789,1.635,4.292,2.83,3.538,1.098,13.29,34.6,5.19,8.78,25.63,2.053541667
1/15/18,1.18,16.796875,28.99572917,12.19885417,1.53625,0.772,3.831,1.347,1.056,1.533,0.761,1.78,1.743,4.091,2.83,2.956,1.099,12.14,59.9,5.17,12.69,20.1,1.891770833
1/16/18,1.18,16.76770833,27.79635417,11.02864583,2.049375,0.876,4.966,1.348,1.054,1.545,0.78,1.784,1.89,5.433,2.828,1.073,1.099,18.1,35.6,5.17,14.58,32.92,2.6115625
1/17/18,1.1896875,26.61979167,41.8353125,15.21552083,3.977916667,0.829,5.516,1.338,1.185,1.603,0.78,1.852,1.906,7.519,2.826,1.089,1.1,17.78,41.5,5.1,10.27,40.12,3.154583333
1/18/18,1.044166667,31.209375,49.20375,17.994375,3.324583333,0.725,5.345,1.336,1.237,1.546,0.782,1.853,1.91,6.873,2.83,1.106,1.1,14.18,51,5.09,33.53,25.73,2.81
1/19/18,0.99,21.009375,30.71333333,9.703958333,2.6821875,0.81,5.318,1.341,1.168,1.532,0.787,1.836,1.921,6.521,2.829,1.119,1.102,12.95,47.7,5.03,52.72,21.53,2.568298611
1/20/18,0.99,26.04895833,35.27760417,9.228645833,2.47,0.827,5.602,1.346,1.111,1.503,0.788,1.817,1.924,6.084,2.831,1.136,1.105,12.17,24.5,4.66,3.54,20.07,2.559930556
1/21/18,0.99,29.85625,39.78875,9.9325,2.8678125,0.838,6.117,1.341,1.081,1.581,0.796,1.819,1.942,6.019,2.83,1.165,1.111,13.85,13.6,4.54,1.71,23.84,4.370625
1/22/18,1.1259375,28.509375,40.159375,11.65,3.81,0.783,5.878,1.345,1.107,1.554,0.789,1.837,1.943,5.732,2.833,1.198,1.114,13.68,27.6,4.38,1.71,22.9,3.336006944
1/23/18,1.28,18.24895833,25.4978125,7.248854167,3.6,0.799,5.471,1.337,1.073,1.463,0.789,1.834,1.867,5.385,2.85,4.105,1.112,12.29,32.2,4.56,1.71,17.84,2.806319444
1/24/18,1.278958333,13.90208333,19.79072917,5.888645833,3.446666667,0.806,5.119,1.347,1.03,1.382,0.789,1.823,1.694,5.13,2.866,6.74,1.123,11.39,28,4.48,10.28,15.09,2.285868056
1/25/18,1.279895833,11.2375,16.7121875,5.4746875,3.486666667,0.808,5.147,1.368,1.021,1.475,0.792,1.826,1.718,5.531,2.872,7.031,1.135,10.93,25.6,4.48,35.75,15.07,2.405347222
