Date,Ebro_Arroyo,Uderrera_Eraul,Estella_Ega,Ega,Tiron_SanMigueldePedroso,Arlanzon_Uzquiza,Bernesga_Villamanin,Carrion_Compuerto,Cea_VillaverdedeArcayos,Curueno_CaldasdeNocedo,Duero_CuerdadelPozo,Esla_Riano,Luna_Barrios,Omana_LasOmana,Aguilar_Pisuerga,Pisuerga_Requejada,Porma_Emb,Deva_Puentelles,Narcea_LaBarca,LaCohilla_Nansa,Nalon_ElCondado,Sella_CangasdeOnis,Nansa_PuentePumar
1/1/17,4.91,1.718541667,2.011458333,0.292916667,0.34,0.879,2.006,1.021,0.432,0.924,2.065,4.533,2.148,1.297,3.913,0.837,3.31,2.28,3.4,0.83,2.51,4.18,0.219513889
1/2/17,4.91,1.682083333,1.996041667,0.313958333,0.34,0.843,1.99,1.019,0.436,0.902,2.065,4.527,2.382,1.373,3.913,0.836,3.321,2.22,3.4,0.83,2.51,4.16,0.222708333
1/3/17,4.91,1.63375,1.963333333,0.329583333,0.34,0.81,1.925,1.019,0.441,0.885,2.076,4.517,1.708,1.342,3.911,0.821,3.321,2.12,11.9,0.83,2.48,4.45,0.224791667
1/4/17,4.91,1.574166667,1.91,0.335833333,0.314375,0.858,1.87,1.018,0.471,0.865,2.087,4.53,0.93,1.321,3.892,0.808,3.326,2.08,3.4,0.83,2.51,4.54,0.215729167
1/5/17,4.91,1.447083333,1.864375,0.417291667,0.28,0.827,1.856,1.013,0.482,0.852,2.092,4.53,0.942,1.291,3.892,0.806,3.332,2.08,3.5,0.82,2.44,4.21,0.239583333
1/6/17,5.018333333,1.409166667,1.823645833,0.414479167,0.28,0.811,1.762,1.021,0.491,0.832,2.087,4.536,0.973,1.252,3.89,0.805,3.324,2.08,3.5,0.84,2.33,3.93,0.210416667
1/7/17,5.11,1.335,1.770208333,0.435208333,0.28,0.817,1.664,1.024,0.432,0.803,2.082,4.524,0.954,1.206,3.891,0.801,3.325,1.95,3.5,0.83,2.36,3.86,0.186180556
1/8/17,5.11,1.3096875,1.7521875,0.4425,0.28,0.832,1.615,1.022,0.4,0.783,2.08,4.512,0.953,1.19,3.897,0.796,3.326,1.91,3.5,0.83,2.51,3.77,0.1915625
1/9/17,5.097708333,1.2609375,1.729375,0.4684375,0.28,0.806,1.575,1.022,0.381,0.767,1.894,4.512,1.037,1.216,3.546,0.792,3.325,1.91,9.6,0.83,2.51,4.03,0.184895833
1/10/17,5.11,1.341979167,1.834375,0.492395833,0.28,0.79,1.828,1.02,0.409,0.783,1.749,4.506,1.139,1.194,3.937,0.787,3.31,2.54,3.5,0.82,2.51,9.26,0.286493056
1/11/17,2.703958333,27.64291667,34.67479167,7.031875,0.28,0.775,2.706,1.013,0.412,1.139,1.689,4.505,1.139,1.171,3.955,0.781,3.305,7.4,9.6,0.63,2.72,27.95,0.663958333
1/12/17,1.18,19.35416667,25.01395833,5.659791667,0.28,0.831,2.405,1.015,0.43,1.311,1.592,4.511,1.139,1.158,3.957,0.782,3.316,5.7,3.5,0.64,2.83,17.67,0.442604167
1/13/17,1.18,11.26770833,13.66895833,2.40125,0.28,0.857,2.511,1.027,0.411,1.257,1.602,4.516,1.219,1.147,3.969,0.777,3.325,7.22,3.6,0.64,2.77,20.73,0.427534722
1/14/17,1.098125,10.53229167,13.874375,3.342083333,0.28,0.88,2.321,1.028,0.388,1.226,1.601,4.528,1.294,1.138,3.974,0.777,3.302,7.97,6.7,0.65,2.88,29.41,0.437465278
1/15/17,1.09,18.45520833,25.69041667,7.235208333,0.33125,0.843,2.298,1.031,0.409,1.164,1.61,4.518,1.295,1.138,3.878,0.772,3.305,9.45,3.6,0.65,2.92,34.61,0.659618056
1/16/17,1.1096875,53.10625,91.70697917,38.60072917,0.34,0.846,2.914,1.022,0.408,1.106,1.641,4.516,1.221,1.136,4.019,0.769,3.304,14.84,8.2,0.58,7.47,68.35,2.4603125
1/17/17,1.1715625,84.50520833,155.3083333,70.803125,0.549270833,0.857,7.858,1.017,0.405,1.247,1.672,4.317,1.108,1.131,4.219,0.774,3.295,30.92,13.9,0.44,32.78,106.01,8.507048611
1/18/17,1.09,40.88229167,64.16791667,23.285625,0.64875,0.887,5.718,1.025,0.463,1.57,1.663,4.045,1.085,1.115,4.238,0.78,3.056,13.9,10.4,0.45,44.7,49.81,2.279375
1/19/17,1.101041667,20.53229167,28.84166667,8.309375,0.61,0.89,4.378,1.03,0.465,1.445,1.651,4.044,1.082,1.034,4.233,0.778,2.623,7.96,24.2,0.96,42.19,25.2,1.334270833
1/20/17,1.09,13.50208333,18.6046875,5.102604167,0.561875,0.86,3.766,1.015,0.405,1.326,1.66,4.045,1.081,1.697,4.249,0.777,2.616,6.02,27.4,2.26,43.46,17.91,1.007986111
1/21/17,1.09,10.32895833,14.03895833,3.71,0.5,0.847,3.464,1.013,0.415,1.246,1.668,4.026,1.114,1.119,4.275,0.775,2.633,5.17,10.4,3,10.33,13.08,0.915034722
1/22/17,1.09,8.600208333,11.58614583,2.9859375,0.5,0.837,3.211,1.018,0.422,1.192,1.675,4.023,1.145,1.05,4.275,0.775,2.628,4.66,10.4,2.96,2.69,10.89,0.810590278
1/23/17,1.09,7.336145833,10.00833333,2.6721875,0.457604167,0.828,3.03,1.015,0.415,1.131,1.677,4.022,1.094,1.03,4.278,0.773,2.621,4.25,3.6,3.74,2.53,9.89,0.722083333
1/24/17,1.416770833,6.5828125,8.87125,2.2884375,0.39,0.882,2.845,1.017,0.371,1.083,1.68,4.022,1.176,1.068,4.278,0.773,2.623,3.93,10.8,4.34,7.52,9.39,0.654791667
1/25/17,1.176041667,6.0521875,8.235,2.1828125,0.39,0.759,2.773,1.015,0.365,1.046,1.683,4.024,1.219,1.367,4.277,0.755,2.626,3.83,3.6,4.38,7.93,8.88,0.59875
1/26/17,1.115520833,5.7575,7.715,1.9575,0.39,0.821,2.762,1.014,0.375,1.043,1.671,4.031,1.198,1.001,4.277,0.752,2.62,3.78,3.6,2.58,7.35,8.59,0.6184375
1/27/17,1.184166667,5.520416667,7.300208333,1.779791667,0.39,0.886,2.939,1.025,0.547,2.237,1.652,4.043,1.174,1.165,4.278,0.758,2.618,3.62,13.6,2.37,5.66,9.3,0.830729167
1/28/17,1.085104167,8.094270833,10.081875,1.987604167,0.39,0.849,2.698,1.016,0.619,2.273,1.65,4.043,1.218,1.167,4.279,0.759,2.625,3.52,8.7,2.38,2.41,8.5,0.740520833
1/29/17,1.09,8.2459375,9.967395833,1.721458333,0.349895833,0.829,2.8,1.01,0.588,1.997,1.661,4.042,1.201,1.165,4.281,0.757,2.624,3.29,3.71,2.37,2.37,7.99,0.879270833
1/30/17,1.09,8.0121875,9.687083333,1.674895833,0.347291667,0.869,3.513,1.005,0.602,2.142,1.651,4.109,1.206,1.506,4.275,0.765,2.626,4.39,12.5,2.37,2.35,15.55,2.194166667
1/31/17,1.09,10.3753125,11.99125,1.6159375,0.5825,0.86,6.051,1.002,1.446,2.346,1.671,4.37,1.238,2.198,4.443,0.777,2.628,7.44,8.5,2.36,2.45,21.85,2.778611111
2/1/17,1.080208333,11.01427083,12.47447917,1.460208333,0.61,0.82,6.911,1.001,1.484,3.022,1.679,4.421,1.344,2.436,4.278,0.794,2.676,6.05,21.9,2.36,2.5,16.9,2.126215278
2/2/17,1.09,9.2746875,10.6603125,1.385625,1.536770833,0.856,10.64,1.036,3.846,6.716,1.634,5.548,1.452,4.049,4.146,0.989,2.726,6.75,25.7,2.36,2.38,16.03,3.018923611
2/3/17,1.1275,8.775833333,10.13625,1.360416667,3.546770833,0.812,12.405,1.078,8.199,6.446,1.623,5.851,1.541,7.239,4.158,1.539,2.74,7.84,32.6,2.36,9.7,14.81,4.239791667
2/4/17,1.123958333,7.9059375,9.306354167,1.400416667,9.465833333,0.83,24.455,1.245,20.598,22.324,1.64,8.592,1.952,24.538,4.16,4.112,2.776,14.57,59.8,2.37,14.03,21.31,7.924965278
2/5/17,1.09,11.898125,14.30864583,2.410520833,17.16197917,0.824,18.102,1.134,21.43,12.24,1.678,7.088,1.808,35.736,4.174,3.261,2.76,22.09,116.8,2.38,16.09,35.85,4.916076389
2/6/17,1.09,22.01354167,28.10041667,6.086875,7.876875,0.853,12.144,1.081,8.746,4.937,1.677,4.801,1.551,18.851,4.176,1.906,2.527,15.96,101.5,2.67,26.1,26.1,3.611458333
2/7/17,1.09,32.140625,42.68260417,10.54197917,5.331770833,0.875,11.498,1.094,5.495,4.174,1.677,3.932,1.524,19.981,4.172,1.722,2.263,17.15,99.9,3.82,22.28,34.36,3.392222222
2/8/17,1.09,34.38333333,51.20916667,16.82583333,4.5271875,0.863,10.169,1.115,4.108,3.51,1.678,3.808,1.447,17.437,4.191,1.603,2.257,20.25,83.5,2.73,20.74,46.89,3.074965278
2/9/17,1.09,27.66145833,44.686875,17.02541667,3.596354167,0.849,8.845,1.117,3.468,3.204,1.686,3.717,1.462,14.842,4.195,1.528,2.262,15.04,60.3,2.95,37.92,30.54,2.511215278
2/10/17,1.2475,21.05208333,31.02416667,9.972083333,2.815625,0.86,7.779,1.119,2.959,2.972,1.691,3.601,1.544,12.962,4.199,1.465,2.263,11.75,53.1,3.54,35.51,22.4,2.2590625
2/11/17,1.18,17.15104167,24.4828125,7.331770833,2.3059375,0.886,6.911,1.12,2.399,2.716,1.686,3.503,1.518,11.235,4.204,1.424,2.262,9.88,30.3,2.19,16.52,17.12,1.9971875
2/12/17,1.18,27.29791667,38.9215625,11.62364583,2.07625,0.903,10.029,1.149,2.118,6.398,1.672,3.899,1.557,12.387,4.209,1.769,2.261,10.05,12.6,1.93,2.45,14.72,4.018159722
2/13/17,1.18,41.640625,68.37645833,26.73583333,2.4153125,0.865,41.022,1.505,11.155,38.79,1.691,11.891,3.713,67.469,4.223,8.67,2.357,50.67,29.2,1.1,30.11,54.19,16.05770833
2/14/17,1.18,52.48958333,80.50604167,28.01645833,2.4371875,0.854,17.584,1.302,11.03,13.281,1.724,5.718,2.316,39.395,4.168,3.584,2.214,26.12,43.6,2.06,41.8,36.84,5.840173611
2/15/17,1.18,28.24791667,40.15447917,11.9065625,2.141875,0.85,14.836,1.258,7.54,10.12,1.689,4.789,2.143,29.507,4.127,2.286,2.18,16.63,29.3,3.47,29.65,23.54,3.835659722
2/16/17,1.18,18.31041667,25.93427083,7.623854167,1.931875,0.831,12.009,1.217,5.754,5.902,1.559,4.159,1.852,24.31,4.141,1.758,2.154,13.6,27.5,4.02,28.76,18.93,2.907743056
2/17/17,1.18,13.81458333,20.019375,6.204791667,1.70875,0.852,10.294,1.198,4.477,4.201,1.53,3.751,1.725,21.24,4.153,1.552,2.153,11.86,24,4.43,33.54,15.37,2.266597222
2/18/17,1.18,11.315625,16.73979167,5.424166667,1.6,0.853,9.446,1.191,3.787,3.41,1.529,3.538,1.621,19.472,4.17,1.567,2.151,11.02,13,3.59,3.47,13.22,2.608263889
2/19/17,1.18,9.717395833,14.18677083,4.469375,1.455208333,0.826,8.32,1.192,3.674,3.076,1.531,3.429,1.548,17.477,4.152,1.615,2.145,11.92,3.4,3.69,2.47,11.77,2.3603125
2/20/17,1.124270833,8.550833333,12.36010417,3.809270833,1.31,0.837,7.483,1.188,3.095,2.787,1.382,3.31,1.52,16.1,4.158,1.48,2.151,10.43,27.1,4.12,2.36,10.88,1.857777778
2/21/17,1.09,7.631875,11.16625,3.534375,1.2575,0.845,7.263,1.18,2.657,2.539,1.225,3.234,1.495,15.591,4.143,1.418,1.987,9.65,24.4,4.84,8.68,10.65,1.674583333
2/22/17,1.4259375,6.919166667,10.21760417,3.2984375,1.055,0.833,7.316,1.181,2.31,2.429,1.086,2.978,1.474,15.533,4.156,1.356,1.785,9.65,28.9,5.29,13.07,10.66,1.542795699
2/23/17,1.151145833,6.410833333,9.391354167,2.980520833,1.015625,0.838,7.165,1.17,2.008,2.302,0.795,2.735,1.553,15.183,4.165,1.305,1.786,9.14,26.4,5.28,14.52,10.45,1.4275
2/24/17,1.18,6.037708333,8.728125,2.690416667,1.023125,0.85,6.97,1.168,1.81,2.19,0.791,2.683,1.742,14.65,4.182,1.251,1.778,9.42,24.1,5.3,14.44,10.75,1.3971875
2/25/17,1.166875,5.707708333,8.0725,2.364791667,0.95,0.862,6.657,1.175,1.651,2.07,0.797,2.664,1.733,13.924,4.182,1.217,1.784,9.16,4.5,5.28,7.25,9.91,1.254097222
2/26/17,1.09,5.378958333,7.6125,2.233541667,0.906458333,0.865,6.49,1.17,1.553,1.965,0.793,2.623,1.725,13.481,4.178,1.196,1.789,8.34,4.6,5.25,2.45,8.13,1.175277778
2/27/17,1.110625,5.160104167,7.2475,2.087395833,0.84,0.917,6.37,1.167,1.472,2.012,0.79,2.594,1.721,13.185,4.186,1.177,1.785,7.99,12.6,3.84,2.39,8.34,1.138888889
2/28/17,1.09,4.926875,6.995,2.068125,0.868645833,0.901,6.244,1.184,1.456,2.449,0.792,2.611,1.718,12.937,4.195,1.172,1.789,8.13,13.9,2.23,2.25,9.49,1.247673611
3/1/17,1.090416667,5.066770833,7.125,2.058229167,0.906458333,0.845,5.761,1.178,1.495,2.486,0.816,2.607,1.746,12.338,4.207,1.158,1.789,9.44,32.6,2.23,7.46,12.85,1.157743056
3/2/17,1.09,4.771666667,6.692708333,1.921041667,0.84,0.835,5.47,1.18,1.362,2.21,0.814,2.569,1.781,11.96,4.199,1.134,1.797,8.07,36.3,2.26,17.9,11.65,1.003888889
3/3/17,1.09,4.6334375,6.580416667,1.946979167,0.84,0.855,5.727,1.186,1.334,2.59,0.813,2.609,1.786,12.127,4.213,1.104,1.809,7.78,27.9,2.26,17.36,10.51,1.182465278
3/4/17,1.09,5.531041667,7.375,1.843958333,0.873229167,0.874,5.488,1.192,1.556,2.725,0.816,2.652,1.787,11.422,4.233,1.109,1.797,7.81,14.1,2.27,2.69,10.46,1.192777778
3/5/17,1.09,5.769166667,7.49,1.720833333,0.84,0.902,5.326,1.185,1.422,2.579,0.822,2.622,1.775,11.196,4.224,1.099,1.81,7.17,3.8,2.26,2.4,9.97,1.045833333
3/6/17,1.09,5.716041667,7.4425,1.726458333,1.101145833,0.851,5.631,1.184,1.573,2.71,0.815,2.813,1.759,13.239,4.202,1.101,1.854,9.29,21.4,2.25,2.33,12.58,1.201944444
3/7/17,1.09,5.500416667,7.215,1.714583333,1.645,0.804,6.2,1.173,1.57,2.047,0.813,2.818,1.793,13.384,4.211,1.099,1.858,9.71,25.2,2.22,2.21,12.9,1.129166667
3/8/17,1.09,5.27875,6.855,1.57625,1.5925,0.914,6.591,1.169,1.453,1.836,0.814,2.752,1.87,13.355,4.2,1.097,1.86,9.36,31.6,2.15,2.26,12.12,1.038055556
3/9/17,1.09,5.040520833,6.5975,1.556979167,1.48,0.827,6.539,1.168,1.38,1.77,0.815,2.695,1.886,13.294,4.087,1.082,1.863,8.65,35.9,2.14,4.26,11.27,1.056666667
3/10/17,1.09,4.8240625,6.331458333,1.507395833,1.48,0.833,6.608,1.167,1.309,1.735,0.815,2.668,1.897,13.264,3.618,1.072,1.869,8.42,29.6,2.13,8.23,9.8,1.091111111
3/11/17,1.09,4.59375,6.115,1.52125,1.48,0.869,6.656,1.175,1.258,1.717,0.815,2.655,1.895,12.936,3.021,1.07,1.873,8.41,25.8,1.84,2.44,9.23,1.1375
3/12/17,1.09,4.499583333,5.929791667,1.430208333,1.526875,0.89,7.072,1.18,1.202,1.699,0.816,2.664,1.904,12.791,2.94,1.071,1.864,9.24,3.4,1.85,2.32,11.4,1.357118056
3/13/17,1.09,11.52416667,12.33833333,0.814166667,1.66,0.868,6.843,1.181,1.271,1.779,0.828,2.64,1.909,12.607,2.76,1.082,1.852,15.47,27.1,1.41,2.47,38.1,2.063576389
3/14/17,1.09,14.18541667,16.72395833,2.538541667,1.66,0.854,6.855,1.177,1.281,1.754,0.832,2.596,1.93,12.028,2.621,1.074,1.869,14.31,36.3,1,11.58,30.56,3.122569444
3/15/17,1.09,9.601770833,12.04333333,2.4415625,1.66,0.853,6.852,1.171,1.178,1.711,0.871,2.595,1.923,11.395,2.406,1.071,1.873,13.3,28.2,1.15,17.03,25.62,2.299513889
3/16/17,1.09,7.93,10.0359375,2.1059375,1.628125,0.791,6.736,1.172,1.128,1.68,0.882,2.582,1.91,10.586,2.315,1.069,1.877,11.61,10.3,1.81,14.89,21.48,2.008125
3/17/17,1.09,6.709791667,8.6815625,1.971770833,1.48,0.829,6.668,1.176,1.071,1.62,0.881,2.576,1.9,10.06,2.308,1.066,1.876,10.51,4,1.96,17.31,17.77,1.744340278
3/18/17,1.09,6.057083333,7.85,1.792916667,1.48,0.835,6.57,1.175,1.038,1.57,0.881,2.562,1.902,9.597,2.307,1.06,1.874,9.53,11.6,1.96,14.68,15.24,1.575625
3/19/17,1.09,5.6753125,7.2325,1.5571875,1.426875,0.844,6.306,1.176,0.997,1.529,0.881,2.551,1.902,9.143,2.307,1.057,1.879,8.77,14.3,1.97,13.33,12.71,1.4125
3/20/17,1.09,5.384895833,6.83,1.445104167,1.31,0.822,6.091,1.169,0.979,1.5,0.881,2.543,1.898,8.968,2.295,1.056,1.876,8.18,29.9,1.97,18.1,11.08,1.3084375
3/21/17,1.09,5.030104167,6.3925,1.362395833,1.31,0.817,5.999,1.176,0.966,1.485,0.881,2.752,1.907,8.875,2.276,1.05,1.875,7.99,26.7,2.33,19.49,10.71,1.375833333
3/22/17,1.473541667,4.777395833,6.1328125,1.355416667,1.31,0.821,5.648,1.174,1.001,1.666,0.881,2.979,1.91,8.794,2.274,1.057,1.87,7.61,27.9,2.56,14.54,11.67,1.278784722
3/23/17,1.281875,4.567083333,5.983125,1.416041667,1.24625,0.813,5.228,1.188,1.083,1.643,0.881,3.02,1.907,8.485,2.276,1.058,1.868,7.12,17.38,2.56,12.75,11.71,1.128333333
3/24/17,1.28,4.312708333,5.680208333,1.3675,1.13,0.855,4.867,1.203,1.061,1.77,0.881,2.998,1.91,8.232,2.281,1.056,1.865,6.61,39.25,2.56,11.66,10.88,0.9875
3/25/17,1.28,4.452604167,6.1240625,1.671458333,0.989375,0.892,4.656,1.2,1.113,1.799,0.878,2.991,1.916,8.058,2.287,1.062,1.853,6.43,8.17,2.56,2.8,9.33,1.322673611
3/26/17,1.28,7.850208333,12.42291667,4.572708333,0.95,0.885,5.087,1.2,1.296,2.651,0.877,2.994,1.923,8.203,2.284,1.08,1.857,9.26,18.15,2.38,2.61,16.49,1.547797834
3/27/17,1.28,18.57083333,28.94333333,10.3725,0.9259375,0.842,6.559,1.209,1.421,3.126,0.875,3.075,1.917,11.857,3.979,1.142,1.864,7.91,9.84,2.45,2.51,13.99,1.4659375
3/28/17,1.28,15.92291667,23.46989583,7.546979167,0.84,0.819,5.437,1.209,1.436,2.476,0.854,3.074,1.711,11.323,5.491,1.259,1.864,7.26,23.78,1.78,2.55,12.84,1.188506944
3/29/17,1.28,12.14791667,17.26260417,5.1146875,0.8915625,0.806,5.116,1.2,1.362,2.146,0.789,3.068,1.682,11.296,5.488,1.259,1.864,6.6,26.92,1.83,10.32,10.14,1.091666667
3/30/17,1.241458333,9.367395833,13.2121875,3.844791667,0.95,0.816,5.216,1.202,1.279,1.989,0.783,3.065,1.669,11.218,5.486,1.257,1.873,6.69,26.75,1.82,8.27,9.78,1.1559375
3/31/17,1.17625,8.038020833,11.18677083,3.14875,1.0925,0.846,6.031,1.206,1.235,2.054,0.783,3.083,1.668,11.968,5.486,1.203,1.871,7.52,10.24,1.83,3.82,10.49,1.4146875
4/1/17,1.18,7.3,10.06875,2.76875,1.3025,0.875,5.682,1.215,1.21,1.872,0.782,3.06,1.659,11.642,5.488,1.088,1.861,7.42,16.6,1.84,2.33,10.75,1.285069444
4/2/17,1.18,12.5465625,14.39020833,1.843645833,1.31,0.86,5.238,1.215,1.13,1.75,0.782,3.031,1.648,11.039,6.375,1.078,1.865,6.46,7.63,1.85,,8.18,1.088333333
4/3/17,1.1721875,13.92604167,16.57427083,2.648229167,1.19375,0.912,4.881,1.212,1.083,1.645,0.802,4.385,1.624,10.418,9.792,1.078,1.864,5.95,24.01,1.85,9.15,8.57,0.953472222
4/4/17,1.18,9.98125,12.75979167,2.778541667,1.056875,0.813,4.643,1.212,1.048,1.569,0.77,7.031,1.713,9.902,9.576,1.072,1.866,5.64,37.88,1.84,7.92,7.71,0.860833333
4/5/17,1.187291667,8.487291667,10.850625,2.363333333,0.95,0.8,4.525,1.215,1.005,1.526,1.447,7.06,1.791,9.492,9.802,1.069,1.868,5.59,23.36,1.85,4.41,7.17,0.905069444
4/6/17,1.18,7.4015625,9.716666667,2.315104167,0.911041667,0.804,4.403,1.175,0.983,1.502,2.218,6.934,1.661,9.075,9.799,1.067,2.396,5.4,10.97,1.84,2.33,7.56,0.811909722
4/7/17,1.18,6.6828125,8.8265625,2.14375,0.84,0.865,4.371,1.135,0.961,1.47,2.213,11.844,1.35,8.851,9.052,1.06,3.186,5.42,18.71,1.83,2.33,7.54,0.764166667
4/8/17,1.18,6.174166667,8.0475,1.873333333,0.84,0.907,4.375,1.132,0.936,1.436,2.209,14.573,1.318,8.615,8.319,1.06,3.188,5.5,4.1,1.6,2.33,6.77,0.763125
4/9/17,1.177708333,5.820104167,7.46,1.639895833,0.82625,0.88,4.354,1.136,0.908,1.405,2.192,14.556,1.297,8.399,8.649,1.058,3.193,5.79,4.1,1.59,2.33,6.47,0.818333333
4/10/17,1.1940625,5.456458333,6.938020833,1.4815625,0.804479167,0.848,4.363,1.138,0.886,1.382,3.59,15.092,1.296,8.176,10.737,1.053,3.448,5.93,4.19,1.59,,6.99,0.824618056
4/11/17,1.18,5.158541667,6.5575,1.398958333,0.768958333,0.825,4.354,1.136,0.898,1.355,4.173,15.523,1.292,7.872,11.132,1.93,4.801,6.05,4.15,1.59,2.33,8.06,0.868125
4/12/17,1.18,4.857395833,6.178125,1.320729167,0.73,0.826,4.103,1.139,0.897,1.327,4.17,17.637,1.272,7.552,11.122,1.209,5.292,5.81,4.27,1.59,2.33,7.88,0.794583333
4/13/17,1.18,4.636979167,5.964895833,1.327916667,0.73,0.827,3.88,1.144,0.886,1.295,4.165,19.542,1.228,7.244,11.092,1.235,5.196,5.5,4.3,1.59,2.33,6.84,0.74125
4/14/17,1.18,4.428125,5.68,1.251875,0.789583333,0.884,3.74,1.147,0.884,1.274,4.162,19.539,1.216,7.088,11.086,1.259,5.161,5.52,4.28,1.59,2.33,5.91,0.739375
4/15/17,1.18,4.155,5.4353125,1.2803125,0.73,0.939,3.7,1.141,0.843,1.25,4.16,19.545,1.213,6.779,11.095,1.258,5.167,5.61,7.68,1.6,2.33,5.68,0.744375
4/16/17,1.18,3.971979167,5.231875,1.259895833,0.73,0.937,3.473,1.142,0.843,1.227,4.198,19.606,1.205,6.195,11.102,1.259,5.126,5.34,21.49,1.6,,5.62,0.692708333
4/17/17,1.18,3.7859375,5.0175,1.2315625,0.725,0.808,3.329,1.142,0.836,1.206,6.076,19.625,1.206,6.114,11.076,1.254,5.133,4.95,19.54,1.6,2.33,5.72,0.66125
4/18/17,1.18,3.654166667,4.865520833,1.211354167,0.61,0.766,3.323,1.14,0.825,1.189,7.531,19.62,1.206,5.754,11.072,1.243,5.145,4.93,19.24,1.68,2.33,6.4,0.648958333
4/19/17,1.18,3.489895833,4.712604167,1.222708333,0.72875,0.716,3.218,1.137,0.851,1.171,7.511,20.759,1.201,5.356,11.094,1.23,6.545,4.79,17.826,1.79,2.33,6.09,0.614791667
4/20/17,1.18,3.323229167,4.499583333,1.176354167,0.7225,0.741,3.03,1.129,0.855,1.156,7.502,21.516,1.2,4.961,11.624,1.246,7.605,4.31,16.885,1.82,2.33,6.02,0.545104167
4/21/17,1.18,3.154270833,4.273541667,1.119270833,0.61,0.805,2.855,1.124,0.855,1.145,7.492,21.535,1.199,4.825,12.175,1.293,7.559,3.96,18.51,1.82,2.33,6.03,0.479305556
4/22/17,1.18,2.977916667,4.080729167,1.1028125,0.61,0.803,2.731,1.116,0.814,1.146,7.467,21.541,1.193,4.647,12.14,1.292,7.549,3.9,18.21,1.81,2.33,5.93,0.474965278
4/23/17,1.18,2.933333333,3.895729167,0.962395833,0.61,0.78,2.683,1.107,0.796,1.132,7.454,21.55,1.196,4.253,12.113,1.291,7.498,3.99,17.9,1.81,2.33,4.71,0.481909722
4/24/17,1.18,2.81375,3.9759375,1.1621875,0.61,0.763,2.678,1.098,0.769,1.132,7.44,22.728,1.19,4.279,12.054,1.286,7.546,4.09,17.59,1.82,2.33,5.21,0.509340278
4/25/17,1.227916667,2.736145833,3.95,1.213854167,0.61,0.739,2.629,9.321,0.794,1.147,7.441,26.368,1.197,4.218,12.024,1.289,7.38,4.37,16.98,1.83,2.33,5.8,0.623333333
4/26/17,1.193645833,2.693125,3.960625,1.2675,0.61,0.773,2.725,8.208,0.811,1.135,7.44,26.427,1.211,4.165,10.801,1.296,7.402,8.81,16.1,1.38,2.33,8.45,0.886909722
4/27/17,1.0928125,2.613229167,3.8715625,1.258333333,0.61,0.746,2.499,6.692,0.817,1.122,7.433,26.213,1.214,4.14,10.168,1.3,7.417,7.14,16.01,1.18,2.33,8.26,0.763368056
4/28/17,1.09,2.503125,3.630833333,1.127708333,0.61,0.75,2.364,3.955,0.829,1.122,7.364,26.011,1.2,4.053,10.171,1.295,7.385,5.66,11.42,1.59,2.33,6.74,0.761979167
4/29/17,1.161666667,2.441666667,3.471875,1.030208333,0.61,0.774,2.27,2.248,0.819,1.11,7.421,23.801,1.203,3.98,10.158,1.294,7.373,5.62,4,1.62,2.33,5.15,0.804444444
4/30/17,1.09,2.513958333,3.591458333,1.0775,0.64625,0.889,2.362,2.228,0.83,1.818,7.425,22.697,1.233,4.34,10.072,1.314,7.369,5.18,4,1.62,2.33,4.92,0.928680556
5/1/17,1.09,2.462708333,3.522083333,1.059375,0.73,0.818,2.182,2.226,0.986,1.171,7.412,22.759,1.232,4.515,10.205,1.308,7.386,4.86,5,1.62,,4.6,0.773020833
5/2/17,1.09,2.3303125,3.390833333,1.060520833,0.73,0.744,2.075,1.507,0.897,1.111,6.865,22.472,1.214,4.524,9.41,1.351,7.385,4.68,12.04,1.61,2.33,5.45,0.779583333
5/3/17,1.09,2.26,3.207604167,0.947604167,0.73,0.806,2.072,1.156,0.879,1.116,6.482,21.138,1.138,4.14,8.626,1.628,7.092,4.9,18.46,1.6,2.33,5.45,0.804583333
5/4/17,1.09,2.171041667,3.096875,0.925833333,0.73,0.674,2.15,1.136,0.835,1.107,6.473,20.343,1.019,3.86,9.598,1.622,7.028,4.78,18.08,1.59,2.33,5.61,0.803333333
5/5/17,1.1059375,2.135833333,3.063958333,0.928125,0.73,0.695,2.565,1.144,0.828,1.97,6.472,20.354,1.054,4.032,10.198,1.574,7.099,5.05,12.42,1.57,2.33,5.74,0.912543554
5/6/17,1.09,2.138958333,3.0384375,0.899479167,0.73,0.812,2.648,1.151,0.918,1.7,6.478,20.446,1.095,4.668,10.137,1.563,7.112,5.58,5,1.57,2.33,6.78,0.898333333
5/7/17,1.09,2.028854167,2.867395833,0.838541667,0.71,0.801,2.242,1.155,0.902,1.186,6.469,20.457,1.096,4.094,10.108,1.556,7.125,4.6,5,1.59,2.33,5.63,0.674791667
5/8/17,1.095520833,1.9425,2.725,0.7825,0.61,0.717,2.155,1.144,0.885,1.123,5.9,18.869,1.13,3.754,9.395,1.548,7.161,4.34,11.78,1.59,,4.95,0.626666667
5/9/17,1.183125,1.889270833,2.647083333,0.7578125,0.61,0.749,2.17,1.145,0.866,1.112,5.54,17.641,1.241,3.565,8.428,1.536,7.216,4.5,16.83,1.57,,5.43,0.621666667
